From,Destination,City,Type,Distance (km),Duration (Days),Budget,Cost (BDT)
Cumilla,Shilaidaha Kuthibari,Kushtia,Historical Palace,280,1,Low,1737
Barisal,Jadipai Waterfall,Bandarban,Waterfall,378,2,Low,3375
Cumilla,Malnichhara Tea Garden,Sylhet,Picnic Spot,214,1,Low,2877
Sylhet,Ratargul Swamp Forest,Sylhet,Forest,53,1,Low,1480
Barisal,Tilagor Eco Park,Sylhet,Park,406,1,Medium,1672
Rangpur,Bichanakandi,Sylhet,Picnic Spot,538,1,Low,1965
Rangpur,Chimbuk Hill,Bandarban,Hills,632,6,Medium,11304
Sylhet,Paharpur Buddhist Monastery,Naogaon,Historical Palace,446,1,Low,2756
Cumilla,Chimbuk View Point,Bandarban,Hills,180,2,Medium,2683
Cumilla,Ratargul Swamp Forest,Sylhet,Forest,232,1,Low,1904
Rajshahi,Pachgaon Waterfall,Netrokona,Hills,325,3,High,8514
Cumilla,Chandraghona Paper Mills,Rangamati,Historical Palace,190,1,Low,1631
Khulna,Sreemangal,Moulvibazar,Picnic Spot,380,1,Medium,1799
Sylhet,Dulahazara Safari Park,Cox's Bazar,Park,458,1,Medium,2911
Khulna,Shangu River,Bandarban,Picnic Spot,483,1,Low,2178
Khulna,Bhola Circuit House,Bhola,Picnic Spot,152,1,Low,1165
Chittagong,Nilachal,Bandarban,Hills,70,3,Medium,4265
Sylhet,Madhupur National Park,Tangail,Forest,236,2,Low,2042
Khulna,Kaptai Lake,Rangamati,Picnic Spot,404,1,Low,2027
Mymensingh,Keokradong,Bandarban,Hills,496,5,Medium,6232
Sylhet,Himchari National Park,Cox's Bazar,Park,510,1,Low,1550
Mymensingh,Kantaji Temple,Dinajpur,Historical Palace,347,1,Medium,2031
Chittagong,Shilaidaha Kuthibari,Kushtia,Historical Palace,428,1,Low,2886
Mymensingh,Shalban Vihara,Cumilla,Historical Palace,217,1,Medium,2823
Sylhet,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,487,1,Low,2137
Rajshahi,Bangladesh National Meusium,Dhaka,Historical Palace,245,1,Medium,2423
Dhaka,Zinda Park,Narayanganj,Picnic Spot,20,1,Low,1372
Barisal,Jadukata River,Sunamganj,Picnic Spot,446,1,Low,2653
Khulna,Jaflong,Sylhet,Picnic Spot,498,1,Medium,1572
Dhaka,Mawa Ghat,Munshiganj,Picnic Spot,54,1,Low,1720
Chittagong,Mujibnagar Memorial,Meherpur,Historical Palace,497,1,Medium,2464
Rajshahi,Hardinge Bridge,Kushtia,Historical Palace,82,1,Low,965
Dhaka,Kaptai National Park,Rangamati,Park,297,1,Medium,1967
Rangpur,Nikli Haor,Kishoreganj,Picnic Spot,361,1,Medium,2734
Mymensingh,Rangamati Hanging Bridge,Rangamati,Hills,423,4,Medium,6574
Dhaka,Baliati  Zamindar Bari,Manikganj,Historical Palace,72,1,Low,1324
Mymensingh,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,311,1,Medium,2433
Cumilla,Pirganj Jamidar Bari,Thakurgaon,Historical Palace,406,1,Medium,1868
Sylhet,Lalon Shah Mazar,Kushtia,Historical Palace,424,1,Medium,2970
Khulna,Pirganj Jamidar Bari,Thakurgaon,Historical Palace,395,1,Medium,2231
Chittagong,Sajek Valley,Rangamati,Hills,170,3,High,3536
Chittagong,Lalbagh Fort,Dhaka,Historical Palace,244,1,Medium,2576
Rangpur,Dulahazara Safari Park,Cox's Bazar,Park,651,1,Medium,1886
Cumilla,Lalakhal,Sylhet,Picnic Spot,258,1,Medium,2283
Dhaka,Pachgaon Waterfall,Netrokona,Hills,195,1,Medium,3495
Rajshahi,Mohamaya Eco Park,Chittagong,Picnic Spot,436,1,Low,2650
Chittagong,Mujibnagar Smriti Complex,Meherpur,Historical Palace,498,1,Low,2585
Sylhet,Bayazid Bostami Shrine,Chittagong,Historical Palace,352,1,Low,2366
Khulna,Bangabandhu Bridge,Tangail,Historical Palace,302,1,Low,2975
Chittagong,Foy's Lake,Chittagong,Park,10,1,Low,1508
Chittagong,Shoshi Lodge,Mymensingh,Historical Palace,361,1,Low,1514
Chittagong,Nikli Haor,Kishoreganj,Picnic Spot,277,1,Medium,2454
Rangpur,Amiakhum Waterfall,Bandarban,Waterfall,562,2,Low,3337
Sylhet,Mohera Jamindar Bari,Tangail,Historical Palace,291,1,Medium,1901
Sylhet,Tindur Waterfall,Bandarban,Waterfall,480,2,Low,1614
Cumilla,Teliapara Tea Garden,Habiganj,Picnic Spot,295,1,Low,2909
Dhaka,Shahporan Dargah,Sylhet,Historical Palace,242,1,Medium,2553
Dhaka,Chor Kukri Mukri,Bhola,Island,300,6,Medium,11227
Cumilla,Kurigram Eco Park,Kurigram,Park,442,1,Medium,1659
Khulna,Shilaidaha Kuthibari,Kushtia,Historical Palace,167,1,Low,1616
Rajshahi,Kantaji Temple,Dinajpur,Historical Palace,213,1,Medium,1804
Barisal,Mujibnagar Memorial,Meherpur,Historical Palace,266,1,Low,2021
Cumilla,Rangamati Hanging Bridge,Rangamati,Hills,209,4,High,9695
Khulna,Fatra's Char,Patuakhali,Island,216,5,Medium,8282
Rangpur,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,693,7,High,17885
Chittagong,Panchagarh Tea Estate,Panchagarh,Picnic Spot,697,1,Low,1708
Rajshahi,Dulahazara Safari Park,Cox's Bazar,Park,601,1,Low,2545
Rajshahi,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,67,1,Low,1261
Cumilla,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,418,1,Medium,1516
Rangpur,Muktagacha ZamidarBari,Mymensingh,Historical Palace,270,1,Medium,2715
Dhaka,Amiakhum Waterfall,Bandarban,Waterfall,389,1,Low,1883
Cumilla,Teliapara Managers Bunglow Nation Tea Estate,Habiganj,Picnic Spot,112,1,Low,1147
Mymensingh,Rangamati Hanging Bridge,Rangamati,Hills,423,4,Medium,7595
Rajshahi,Balihar Rajbari,Naogaon,Historical Palace,63,1,Low,1435
Rangpur,Hatirjheel,Dhaka,Picnic Spot,305,1,Low,1685
Cumilla,Mohamaya Eco Park,Chittagong,Picnic Spot,90,1,Low,1987
Sylhet,Sitakunda Eco Park,Chittagong,Park,322,1,Low,1843
Rajshahi,"Chhatak,lal pahar Haor",Sunamganj,Picnic Spot,474,1,Low,2813
Rangpur,Bangabandhu Safari Park,Gazipur,Park,295,1,Medium,2513
Sylhet,Buddha Dhatu Cati,Bandarban,Historical Palace,432,1,Low,1534
Rangpur,Chor Kukri Mukri,Bhola,Island,607,4,High,12962
Chittagong,Bichanakandi,Sylhet,Picnic Spot,400,1,Low,2563
Cumilla,Aparajeyo Bangla,Dhaka,Historical Palace,108,1,Low,1370
Sylhet,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,236,1,Low,2048
Cumilla,Takerghat Limestone,Sunamganj,Picnic Spot,31,1,Low,844
Rajshahi,Baliati Jamidar Bari,Manikganj,Historical Palace,205,1,Medium,2027
Cumilla,Hatirjheel,Dhaka,Picnic Spot,100,1,Low,1290
Khulna,Chhatak Haor,Sunamganj,Picnic Spot,460,1,Medium,2685
Mymensingh,Boga Lake,Bandarban,Hills,487,3,Medium,8758
Rajshahi,"Chhatak,lal pahar Haor",Sunamganj,Picnic Spot,474,1,Low,2625
Khulna,Mohera Zamindar Bari,Tangail,Historical Palace,284,1,Medium,2800
Khulna,Teknaf Beach,Teknaf,Sea Beach,558,7,Medium,7796
Rajshahi,Keokradong,Bandarban,Hills,629,6,Medium,9199
Rangpur,Bichanakandi,Sylhet,Picnic Spot,538,1,Medium,2280
Dhaka,Shahporan Dargah,Sylhet,Historical Palace,242,1,Low,2480
Khulna,Zaflong Tea Garden,Sylhet,Picnic Spot,496,1,Medium,2690
Chittagong,Ahsan Monjil,Dhaka,Historical Palace,244,1,Low,2804
Cumilla,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,418,1,Medium,1975
Rangpur,Jadipai Waterfall,Bandarban,Waterfall,683,2,Low,3488
Dhaka,Mohera Zamindar Bari,Tangail,Historical Palace,89,1,Low,1653
Rangpur,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,51,1,Low,473
Dhaka,Bangladesh National Zoo,Dhaka,Park,13,1,Low,540
Mymensingh,Maheshkhali Island,Cox's Bazar,Island,466,4,High,15778
Rangpur,Muktagacha ZamidarBari,Mymensingh,Historical Palace,270,1,Low,1886
Cumilla,Kurigram Eco Park,Kurigram,Park,519,1,Medium,2717
Rajshahi,Tanguar Haor,Sunamganj,Picnic Spot,515,1,Low,2872
Cumilla,Baliati Jamidar Bari,Manikganj,Historical Palace,165,1,Low,1686
Dhaka,Meghla Tourist Complex,Bandarban,Hills,322,4,Medium,11989
Mymensingh,Dhanmondi Lake,Dhaka,Park,121,1,Low,1387
Cumilla,Lalbagh Fort,Dhaka,Historical Palace,98,1,Low,1824
Barisal,Mujibnagar Smriti Complex,Meherpur,Historical Palace,278,1,Medium,2142
Rangpur,Mujibnagar Smriti Complex,Meherpur,Historical Palace,302,1,Medium,2499
Barisal,Baniachong Raj Bari,Habiganj,Historical Palace,338,1,Medium,1639
Rangpur,Bangladesh National Zoo,Dhaka,Park,299,1,Medium,2963
Rangpur,Khoiyachora Jhorna,Chittagong,Waterfall,495,3,Medium,1776
Mymensingh,Chimbuk View Point,Bandarban,Hills,450,3,High,9358
Chittagong,Bichanakandi,Sylhet,Picnic Spot,400,1,Medium,1758
Dhaka,Foy's Lake,Chittagong,Park,252,1,Low,1798
Barisal,Mohera Zamindar Bari,Tangail,Historical Palace,251,1,Low,2101
Khulna,Ahsan Monjil,Dhaka,Historical Palace,204,1,Medium,1626
Chittagong,Patenga Beach,Chittagong,Sea Beach,24,5,High,19833
Rajshahi,Ahsan Monjil,Dhaka,Historical Palace,258,1,Medium,2157
Khulna,Jatiyo Sriti Shoudho,Savar,Historical Palace,239,1,Medium,1768
Dhaka,Suagazi Zamindar Bari,Cumilla,Historical Palace,119,1,Low,1054
Rajshahi,Paharpur Buddhist Monastery,Naogaon,Historical Palace,99,1,Low,729
Rangpur,Maheshkhali Island,Cox's Bazar,Island,648,3,High,10759
Rangpur,Jaflong,Sylhet,Picnic Spot,557,1,Low,2358
Dhaka,Meghla Tourist Complex,Bandarban,Hills,322,4,Medium,6296
Dhaka,Mawa Ghat,Munshiganj,Picnic Spot,54,1,Low,1524
Rangpur,Mohera Jamindar Bari,Tangail,Historical Palace,230,1,Low,2631
Cumilla,Sreepur Zamindar Bari,Gazipur,Historical Palace,27,1,Low,1259
Chittagong,Sajek Valley,Rangamati,Hills,170,3,Medium,3038
Chittagong,Amiakhum Waterfall,Bandarban,Waterfall,143,3,Low,3394
Sylhet,Madhupur National Park,Tangail,Forest,236,1,Low,1924
Barisal,Bichanakandi,Sylhet,Picnic Spot,423,1,Medium,1925
Chittagong,Bangabandhu Safari Park,Gazipur,Park,299,1,Medium,2891
Dhaka,Mahasthangarh,Bogura,Historical Palace,203,1,Low,2962
Rangpur,Zinda Park,Narayanganj,Picnic Spot,294,1,Low,2701
Dhaka,Panchagarh Tea Estate,Panchagarh,Picnic Spot,408,1,Low,1865
Sylhet,Bayazid Bostami Shrine,Chittagong,Historical Palace,352,1,Low,2775
Rangpur,Mahasthangarh,Bogura,Historical Palace,95,1,Low,1115
Chittagong,Shahporan Dargah,Sylhet,Historical Palace,367,1,Medium,1896
Mymensingh,Himchari National Park,Cox's Bazar,Park,520,1,Low,2725
Rajshahi,Lawachara National Park,Sylhet,Park,397,1,Low,2229
Rajshahi,Jadukata River,Sunamganj,Picnic Spot,496,1,Medium,1975
Cumilla,Bangabandhu Bridge,Tangail,Historical Palace,214,1,Low,2755
Cumilla,Hardinge Bridge,Kushtia,Historical Palace,312,1,Low,2439
Mymensingh,Shaheed Suhrawardy Udyan,Dhaka,Park,122,1,Low,1692
Mymensingh,Mohera Zamindar Bari,Tangail,Historical Palace,117,1,Low,1300
Chittagong,Khoiyachora Jhorna,Chittagong,Waterfall,65,1,Low,1276
Barisal,Baniachong Raj Bari,Habiganj,Historical Palace,338,1,Low,2770
Rajshahi,Baniachong Raj Bari,Habiganj,Historical Palace,385,1,Medium,2910
Rajshahi,Narikelbaria Jamidar Bari,Jhenaidah,Historical Palace,159,1,Low,1361
Sylhet,Foy's Lake,Chittagong,Park,359,1,Medium,2368
Mymensingh,Foy's Lake,Chittagong,Park,362,1,Low,2968
Mymensingh,Kuakata Beach,Patuakhali,Sea Beach,408,6,High,12874
Khulna,Nilachal,Bandarban,Hills,414,5,High,7373
Cumilla,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,73.4,1,Low,1054
Cumilla,Lawachara National Park,Sylhet,Park,159,1,Low,1046
Barisal,Bhola Circuit House,Bhola,Picnic Spot,49,1,Low,621
Sylhet,Shangu River,Bandarban,Picnic Spot,498,1,Medium,2109
Rangpur,Aparajeyo Bangla,Dhaka,Historical Palace,299,1,Medium,1957
Rajshahi,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,67,1,Low,944
Rajshahi,Ratargul Swamp Forest,Sylhet,Forest,470,3,Low,3263
Cumilla,Malnichhara Tea Garden,Sylhet,Picnic Spot,214,1,Medium,2508
Chittagong,Modhutila Eco Park,Sherpur,Park,448,1,Medium,2456
Cumilla,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,388,1,Medium,2471
Cumilla,Pirganj Jamidar Bari,Thakurgaon,Historical Palace,406,1,Low,2630
Cumilla,Sreemangal,Moulvibazar,Picnic Spot,151,1,Low,1195
Cumilla,Bayazid Bostami Shrine,Chittagong,Historical Palace,147,1,Low,1337
Rajshahi,Narikelbaria Jamidar Bari,Jhenaidah,Historical Palace,159,1,Low,1345
Khulna,Sajek Valley,Rangamati,Hills,427,4,Medium,6825
Sylhet,Bangabandhu Bridge,Tangail,Historical Palace,313,1,Medium,2759
Sylhet,Shoshi Lodge,Mymensingh,Historical Palace,281,1,Low,2632
Rajshahi,Hardinge Bridge,Kushtia,Historical Palace,82,1,Low,1328
Rangpur,Dinajpur Rajbari,Dinajpur,Historical Palace,84,1,Low,1364
Khulna,Darjeeling Point,Panchagarh,Hills,635,5,High,8595
Rajshahi,Kaptai Lake,Rangamati,Picnic Spot,556,1,Medium,2605
Chittagong,Chimbuk View Point,Bandarban,Hills,88,2,Medium,3406
Cumilla,Birishiri,Netrokona,Picnic Spot,270,1,Low,1715
Dhaka,Fatra's Char,Patuakhali,Island,294,5,High,8106
Rajshahi,Mujibnagar Memorial,Meherpur,Historical Palace,158,1,Low,1604
Dhaka,Dhanmondi Lake,Dhaka,Park,11,1,Low,1355
Mymensingh,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,511,6,High,7260
Cumilla,Sreemangal,Moulvibazar,Picnic Spot,151,1,Low,1855
Chittagong,Chor Kukri Mukri,Bhola,Island,420,7,High,7670
Sylhet,Mujibnagar Eco Park,Meherpur,Park,478,1,Low,2938
Chittagong,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,141,6,High,10679
Sylhet,Sitakunda Eco Park,Chittagong,Park,322,1,Medium,1907
Khulna,Bayazid Bostami Shrine,Chittagong,Historical Palace,341,1,Medium,1698
Dhaka,Suagazi Zamindar Bari,Cumilla,Historical Palace,119,1,Low,1849
Rajshahi,Lalbagh Fort,Dhaka,Historical Palace,257,1,Low,2683
Sylhet,Kaptai Lake,Rangamati,Picnic Spot,416,1,Low,1996
Cumilla,Cholon Beel,Sirajganj,Picnic Spot,275,1,Low,2155
Cumilla,Chimbuk View Point,Bandarban,Hills,180,3,Medium,3312
Khulna,Kuakata Beach,Barisal,Sea Beach,220,3,High,8016
Rajshahi,Chandradinga,Netrokona,Hills,325,6,Medium,6458
Barisal,Panchagarh Tea Estate,Panchagarh,Picnic Spot,619,1,Medium,2383
Rajshahi,Panchagarh Tea Estate,Panchagarh,Picnic Spot,323,1,Low,2341
Sylhet,Buddha Dhatu Cati,Bandarban,Historical Palace,432,1,Low,2974
Rangpur,Nikli Haor,Kishoreganj,Picnic Spot,361,1,Low,1584
Chittagong,Chandraghona Paper Mills,Rangamati,Historical Palace,45,1,Low,1854
Rajshahi,Dulahazara Safari Park,Cox's Bazar,Park,601,1,Low,2025
Dhaka,Pirganj Jamidar Bari,Thakurgaon,Historical Palace,295,1,Low,2269
Chittagong,Khoiyachora Jhorna,Chittagong,Waterfall,65,1,Low,1110
Mymensingh,Bichanakandi,Sylhet,Picnic Spot,234,1,Medium,2936
Sylhet,Paharpur Buddhist Monastery,Naogaon,Historical Palace,446,1,Low,2623
Cumilla,Nafakhum Waterfall,Bandarban,Waterfall,695,3,Medium,2554
Rajshahi,Chandradinga,Netrokona,Hills,325,3,Medium,9222
Sylhet,Keokradong,Bandarban,Hills,489,3,Medium,7371
Rangpur,Muktagacha ZamidarBari,Mymensingh,Historical Palace,270,1,Medium,2196
Rangpur,Chimbuk View Point,Bandarban,Hills,251,3,Medium,8340
Khulna,Saint Martin's Island,Cox's Bazar,Island,571,3,High,19211
Rajshahi,Meghla Tourist Complex,Bandarban,Hills,565,5,Medium,6720
Dhaka,Bangabandhu Safari Park,Gazipur,Park,48,1,Low,572
Barisal,Tindur Waterfall,Bandarban,Waterfall,365,3,Low,3986
Barisal,Baliati Jamidar Bari,Manikganj,Historical Palace,236,1,Medium,2035
Mymensingh,Shahporan Dargah,Sylhet,Historical Palace,204,1,Medium,2136
Cumilla,Chimbuk View Point,Bandarban,Hills,180,1,Medium,3938
Mymensingh,Suagazi Zamindar Bari,Cumilla,Historical Palace,117,1,Low,1760
Sylhet,Aparajeyo Bangla,Dhaka,Historical Palace,241,1,Low,1664
Mymensingh,Bangladesh National Meusium,Dhaka,Historical Palace,122,1,Low,1212
Chittagong,Pachgaon Waterfall,Netrokona,Hills,391,3,High,6892
Rajshahi,Sundarbans,Satkhira,Forest,309,3,Low,2722
Mymensingh,Lawachara National Park,Sylhet,Park,227,1,Medium,1830
Rangpur,Khoiyachora Jhorna,Chittagong,Waterfall,495,1,Medium,4244
Barisal,Narikelbaria Jamidar Bari,Jhenaidah,Historical Palace,195,1,Low,1545
Sylhet,Rangamati Hanging Bridge,Rangamati,Hills,415,4,Medium,10130
Rajshahi,Sajek Valley,Rangamati,Hills,579,3,High,8490
Rajshahi,Ratargul Swamp Forest,Sylhet,Forest,470,2,Medium,2252
Rajshahi,Inani Beach,Cox's Bazar,Sea Beach,659,3,Medium,14882
Barisal,Jadukata River,Sunamganj,Picnic Spot,446,1,Low,1715
Barisal,Mohera Zamindar Bari,Tangail,Historical Palace,251,1,Low,1543
Rangpur,Sajek Valley,Rangamati,Hills,629,4,Medium,11030
Cumilla,Tindur Waterfall,Bandarban,Waterfall,434,1,Medium,1986
Rangpur,Baniachong Raj Bari,Habiganj,Historical Palace,435,1,Medium,2078
Dhaka,Kuakata Beach,Patuakhali,Sea Beach,298,6,High,7661
Rajshahi,Jadukata River,Sunamganj,Picnic Spot,496,1,Low,2202
Barisal,Malnichhara Tea Garden,Sylhet,Picnic Spot,405,1,Low,2764
Chittagong,Meghla Tourist Complex,Bandarban,Hills,70,2,High,2046
Rajshahi,Mawa Ghat,Munshiganj,Picnic Spot,270,1,Low,2851
Khulna,Jaflong,Sylhet,Picnic Spot,498,1,Medium,2944
Rangpur,Saint Martin's Island,Cox's Bazar,Island,787,3,Medium,15137
Cumilla,Chimbuk Hill,Bandarban,Hills,236,6,High,11792
Sylhet,Bangladesh National Meusium,Dhaka,Historical Palace,241,1,Low,1988
Cumilla,Balihar Rajbari,Naogaon,Historical Palace,358,1,Low,2226
Cumilla,Mahasthangarh,Bogura,Historical Palace,307,1,Low,1813
Rajshahi,Zinda Park,Narayanganj,Picnic Spot,244,1,Medium,1709
Mymensingh,Takerghat Limestone,Sunamganj,Picnic Spot,180,1,Low,1568
Cumilla,Aparajeyo Bangla,Dhaka,Historical Palace,108,1,Low,1089
Mymensingh,Dhakeshwari Temple,Dhaka,Historical Palace,124,1,Low,1949
Barisal,Aparajeyo Bangla,Dhaka,Historical Palace,179,1,Low,1380
Dhaka,Tindur Waterfall,Bandarban,Waterfall,376,2,Low,2019
Rajshahi,Teliapara Managers Bunglow Nation Tea Estate,Habiganj,Picnic Spot,343,1,Medium,1626
Khulna,Shoshi Lodge,Mymensingh,Historical Palace,328,1,Medium,1921
Sylhet,Bayazid Bostami Shrine,Chittagong,Historical Palace,352,1,Low,2687
Chittagong,Baliadi  Zamindar Bari,Gazipur,Historical Palace,299,1,Low,1912
Sylhet,Hardinge Bridge,Kushtia,Historical Palace,425,1,Medium,2999
Chittagong,Sajek Valley,Rangamati,Hills,170,1,Medium,3818
Cumilla,Buddha Dhatu Cati,Bandarban,Historical Palace,227,1,Medium,2899
Rajshahi,Kaptai Lake,Rangamati,Picnic Spot,556,1,Low,2654
Khulna,Buddha Dhatu Jadi,Bandarban,Historical Palace,423,1,Low,2459
Rajshahi,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,643,5,High,7208
Khulna,Bangabandhu Safari Park,Gazipur,Park,260,1,Low,2529
Rangpur,Meghla Tourist Complex,Bandarban,Hills,614,4,High,8563
Khulna,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,388,1,Medium,1996
Dhaka,Alutila Cave,Khagrachari,Hills,265,3,Medium,10937
Dhaka,Mujibnagar Eco Park,Meherpur,Park,262,1,Low,2074
Mymensingh,Takerghat Limestone,Sunamganj,Picnic Spot,180,1,Low,1298
Chittagong,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,141,3,High,16613
Sylhet,Darjeeling Point,Panchagarh,Hills,719,6,Medium,5982
Sylhet,Sreemangal,Moulvibazar,Picnic Spot,82,1,Low,527
Rangpur,Chandradinga,Netrokona,Hills,375,5,Medium,6797
Mymensingh,Lalakhal,Sylhet,Picnic Spot,240,1,Low,2172
Mymensingh,Inani Beach,Cox's Bazar,Sea Beach,516,5,High,7640
Cumilla,Buddha Dhatu Jadi,Bandarban,Historical Palace,295,1,Low,2559
Barisal,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,388,6,Medium,17130
Barisal,Nafakhum Waterfall,Bandarban,Waterfall,250,2,Medium,3850
Dhaka,Lawachara National Park,Sylhet,Park,193,1,Low,1060
Khulna,Fatra's Char,Patuakhali,Island,216,3,High,12178
Mymensingh,Khoiyachora Jhorna,Chittagong,Waterfall,313,2,Low,3484
Mymensingh,Sundarbans,Satkhira,Forest,410,3,Medium,1986
Cumilla,Kantaji Temple,Dinajpur,Historical Palace,454,1,Low,2033
Rangpur,Modhutila Eco Park,Sherpur,Park,323,1,Medium,2148
Rangpur,Tilagor Eco Park,Sylhet,Park,503,1,Low,2017
Khulna,Sajek Valley,Rangamati,Hills,427,5,High,6337
Khulna,Zaflong Tea Garden,Sylhet,Picnic Spot,496,1,Low,2340
Chittagong,Bangladesh National Meusium,Dhaka,Historical Palace,245,1,Medium,1854
Khulna,Suagazi Zamindar Bari,Cumilla,Historical Palace,308,1,Low,2077
Mymensingh,Bichanakandi,Sylhet,Picnic Spot,234,1,Medium,2956
Dhaka,Foy's Lake,Chittagong,Park,252,1,Medium,2048
Chittagong,Sitakunda Eco Park,Chittagong,Park,42,1,Low,1171
Khulna,Inani Beach,Cox's Bazar,Sea Beach,508,7,Medium,8466
Sylhet,Hatirjheel,Dhaka,Picnic Spot,247,1,Low,1950
Mymensingh,Jadukata River,Sunamganj,Picnic Spot,232,1,Medium,2070
Rajshahi,Foy's Lake,Chittagong,Park,495,1,Medium,2293
Rajshahi,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,165,1,Low,1376
Khulna,Khoiyachora Jhorna,Chittagong,Waterfall,294,1,Low,2089
Barisal,Sajek Valley,Rangamati,Hills,324,3,High,10227
Rajshahi,Dhakeshwari Temple,Dhaka,Historical Palace,257,1,Medium,1895
Khulna,Mohamaya Eco Park,Chittagong,Picnic Spot,382,1,Low,1862
Dhaka,Fatra's Char,Patuakhali,Island,294,5,High,7742
Rajshahi,Cholon Beel,Sirajganj,Picnic Spot,84,1,Low,1236
Rangpur,Jatiyo Sriti Shoudho,Savar,Historical Palace,278,1,Low,2773
Mymensingh,Chalkmoshar Zamindar Bari,Naogaon,Historical Palace,250,1,Low,2619
Mymensingh,Paharpur Buddhist Monastery,Naogaon,Historical Palace,241,1,Low,2682
Cumilla,Ghoraghat Fort,Dinajpur,Historical Palace,343,1,Medium,2002
Mymensingh,Shalban Vihara,Cumilla,Historical Palace,217,1,Medium,2305
Chittagong,Nilachal,Bandarban,Hills,70,3,High,2656
Khulna,Takerghat Limestone,Sunamganj,Picnic Spot,505,1,Low,1580
Chittagong,Meghla Tourist Complex,Bandarban,Hills,70,1,High,3772
Mymensingh,Lalakhal,Sylhet,Picnic Spot,240,1,Low,2759
Chittagong,Khoiyachora Jhorna,Chittagong,Waterfall,65,1,Low,1433
Rangpur,Hardinge Bridge,Kushtia,Historical Palace,226,1,Medium,2078
Rajshahi,Chandranath Hill,Chittagong,Hills,461,4,High,11088
Barisal,Shahjalal Dargah,Sylhet,Historical Palace,385,1,Low,2303
Khulna,Rangamati Hanging Bridge,Rangamati,Hills,403,4,Medium,6278
Cumilla,Manikganj Zamindar Bari,Manikganj,Historical Palace,139,1,Low,1182
Rangpur,Mujibnagar Smriti Complex,Meherpur,Historical Palace,302,1,Low,2900
Rangpur,Dhanmondi Lake,Dhaka,Park,303,1,Medium,2854
Dhaka,Zaflong Tea Garden,Sylhet,Picnic Spot,293,1,Medium,1907
Rajshahi,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,279,1,Low,2842
Mymensingh,Dulahazara Safari Park,Cox's Bazar,Park,469,1,Low,2379
Rajshahi,Dulahazara Safari Park,Cox's Bazar,Park,601,1,Medium,2146
Barisal,Shoshi Lodge,Mymensingh,Historical Palace,289,1,Low,2417
Rajshahi,Bhola Circuit House,Bhola,Picnic Spot,368,1,Low,2296
Mymensingh,Darjeeling Point,Panchagarh,Hills,403,6,Medium,9446
Cumilla,Hardinge Bridge,Kushtia,Historical Palace,136,1,Low,1860
Cumilla,Bayazid Bostami Shrine,Chittagong,Historical Palace,546,1,Medium,2916
Dhaka,Teliapara Tea Garden,Habiganj,Picnic Spot,130,1,Low,1675
Cumilla,Ghoraghat Fort,Dinajpur,Historical Palace,343,1,Low,2779
Chittagong,Keokradong,Bandarban,Hills,134,1,High,4926
Rajshahi,Tilagor Eco Park,Sylhet,Park,453,1,Medium,1847
Cumilla,Keokradong,Bandarban,Hills,35,1,High,3526
Chittagong,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,129,1,Low,1549
Cumilla,Shoshi Lodge,Mymensingh,Historical Palace,219,1,Low,2397
Mymensingh,Nikli Haor,Kishoreganj,Picnic Spot,99,1,Low,931
Khulna,Birishiri,Netrokona,Picnic Spot,379,1,Low,2813
Rangpur,Mujibnagar Memorial,Meherpur,Historical Palace,302,1,Low,2600
Mymensingh,Meghla Tourist Complex,Bandarban,Hills,432,3,Medium,7399
Dhaka,Chandranath Temple,Chittagong,Historical Palace,219,1,Medium,2956
Sylhet,Ghoraghat Fort,Dinajpur,Historical Palace,442,1,Medium,1723
Khulna,Birishiri,Netrokona,Picnic Spot,379,1,Low,2404
Rangpur,Mujibnagar Memorial,Meherpur,Historical Palace,302,1,Medium,1749
Barisal,Fatra's Char,Patuakhali,Island,113,2,High,8214
Rangpur,Shahjalal Dargah,Sylhet,Historical Palace,499,1,Low,2930
Khulna,Teknaf Beach,Teknaf,Sea Beach,558,3,Medium,12529
Cumilla,Chandradinga,Netrokona,Hills,241,6,High,9333
Rajshahi,Boga Lake,Bandarban,Hills,620,6,Medium,9538
Cumilla,Saint Martin's Island,Cox's Bazar,Island,391,4,Medium,7237
